"1";"1";"2";"Old Cotter was sitting at the fire, smoking, when I came downstairs to supper. While my aunt was ladling out my stirabout"
"2";"1";"3";"he said, as if returning to some former remark of his:"
"3";"1";"4";"“No, I wouldn’t say he was exactly... but there was something queer... there was something uncanny about him. I’ll tell"
"4";"1";"5";"you my opinion...."""
"5";"1";"6";"He began to puff at his pipe, no doubt arranging his opinion in his mind. Tiresome old fool! When we knew him first he"
"6";"1";"7";"used to be rather interesting, talking of faints and worms; but I soon grew tired of him and his endless stories about the"
"7";"1";"8";"distillery."
"8";"1";"9";"“I have my own theory about it,"" he said. “I think it was one of those ... peculiar cases .... But it’s hard to"
"9";"1";"10";"say...."""
"10";"1";"11";"He began to puff again at his pipe without giving us his theory. My uncle saw me staring and said to me:"
"11";"1";"12";"“Well, so your old friend is gone, you’ll be sorry to hear."""
"12";"1";"13";"“Who?"" said I."
"13";"1";"14";"“Father Flynn."""
"14";"1";"15";"“Is he dead?"""
"15";"1";"16";"“Mr. Cotter here has just told us. He was passing by the house."""
"16";"1";"17";"I knew that I was under observation so I continued eating as if the news had not interested me. My uncle explained to old"
"17";"1";"18";"Cotter."
"18";"1";"19";"“The youngster and he were great friends. The old chap taught him a great deal, mind you; and they say he had a great"
"19";"1";"20";"wish for him."""
"20";"1";"21";"“God have mercy on his soul,"" said my aunt piously."
"21";"1";"22";"Old Cotter looked at me for a while. I felt that his little beady black eyes were examining me but I would not satisfy"
"22";"1";"23";"him by looking up from my plate. He returned to his pipe and finally spat rudely into the grate."
"23";"1";"24";"“I wouldn’t like children of mine,"" he said, “to have too much to say to a man like that."""
"24";"1";"25";"“How do you mean, Mr. Cotter?"" asked my aunt."
"25";"1";"26";"“What I mean is,"" said old Cotter, “it’s bad for children. My idea is: let a young lad run about and play with young lads"
"26";"1";"27";"of his own age and not be... Am I right, Jack?"""
"27";"1";"28";"“That’s my principle, too,"" said my uncle. “Let him learn to box his corner. That’s what I’m always saying to that"
"28";"1";"29";"Rosicrucian there: take exercise. Why, when I was a nipper every morning of my life I had a cold bath, winter and summer."
"29";"1";"30";"And that’s what stands to me now. Education is all very fine and large.... Mr. Cotter might take a pick of that leg mutton,"""
"30";"1";"31";"he added to my aunt."
"31";"1";"32";"“No, no, not for me,"" said old Cotter."
"32";"1";"33";"My aunt brought the dish from the safe and put it on the table."
"33";"1";"34";"“But why do you think it’s not good for children, Mr. Cotter?"" she asked."
"34";"1";"35";"“It’s bad for children,"" said old Cotter, “because their mind are so impressionable. When children see things like that,"
"35";"1";"36";"you know, it has an effect...."""
"36";"1";"37";"I crammed my mouth with stirabout for fear I might give utterance to my anger. Tiresome old red-nosed imbecile!"
"37";"1";"38";"It was late when I fell asleep. Though I was angry with old Cotter for alluding to me as a child, I puzzled my head to"
"38";"1";"39";"extract meaning from his unfinished sentences. In the dark of my room I imagined that I saw again the heavy grey face of the"
"39";"1";"40";"paralytic. I drew the blankets over my head and tried to think of Christmas. But the grey face still followed me. It"
"40";"1";"41";"murmured, and I understood that it desired to confess something. I felt my soul receding into some pleasant and vicious"
"41";"1";"42";"region; and there again I found it waiting for me. It began to confess to me in a murmuring voice and I wondered why it"
"42";"1";"43";"smiled continually and why the lips were so moist with spittle. But then I remembered that it had died of paralysis and I"
"43";"1";"44";"felt that I too was smiling feebly as if to absolve the simoniac of his sin."
"44";"1";"45";"The next morning after breakfast I went down to look at the little house in Great Britain Street. It was an unassuming"
"45";"1";"46";"shop, registered under the vague name of Drapery . The drapery consisted mainly of children’s bootees and umbrellas; and on"
